datetime,q_committed,soc,d_da_prod,d_id_prod,d_da_bat,d_id_bat,charge,is_charging,forecasted_production,forecasted_price_DA,forecasted_price_ID,DA_price_real,DA_price_forecasted,error_x,ID_price_real,ID_price_forecasted,error_y,SMF_real,SMF_forecasted,error,forecasted_production_meteologica,prod_type,powerPlantId,real_production,x_id,x_ceza,bat_to_discharge,revenue,battery_cost,penalty,net_profit,id_costs,total_battery_usage,degradation_cost,cycle_equivalent,DA_revenue,ID_revenue
2024-01-02 00:00:00+03:00,4.4525419,20.0,4.4525419,0.0,0.0,0.0,16.3574581,1.0,17.810167667182338,1023.6399645728351,895.7131958455774,1299.99,1023.6399645728351,-0.2125785855484772,1165.44,895.7131958455774,-0.2314377438172902,560.0,520.3186640309509,-0.07085952851615906,17.810167667182338,RES,2591,20.81,0.0,0.0,0.0,5788.259944581,10436.0582678,0.0,-4647.798323218999,0.0,16.3574581,0.0,8.17872905,5788.259944581,0.0
2024-01-02 01:00:00+03:00,27.682543,35.866734357,27.682543,0.0,0.0,0.0,3.6674570000000024,0.0,27.682543331943087,1155.8097173532403,952.3131801983301,1299.99,1155.8097173532403,-0.1109087628726064,1099.41,952.3131801983301,-0.13379614502475873,500.0,481.51520618789897,-0.03696958762420213,27.682543331943087,RES,2591,31.35,0.0,0.0,0.0,35987.02907457,2339.8375660000015,0.0,33647.191508569995,0.0,3.6674570000000024,0.0,1.8337285000000012,35987.02907457,0.0
2024-01-02 02:00:00+03:00,8.4174918,39.424167647000004,8.4174918,5.5174758175899985,0.0,0.0,26.00503238241,1.0,33.66996705638641,978.2515843986588,744.1224056396202,1285.81,978.2515843986588,-0.23919429433690925,1005.05,744.1224056396202,-0.2596165308794386,30.0,27.60805705663091,-0.07973143144563642,33.66996705638641,RES,2591,39.94,0.0,0.0,0.0,16368.634201826828,16591.21065997758,0.0,-222.57645815075193,0.0,26.00503238241,0.0,13.002516191205,10823.295131358,5545.339070468828
2024-01-02 03:00:00+03:00,34.944628,40.2,34.944628,4.525371999999997,0.0,0.0,0.0,0.0,34.94462806520007,1186.6713072320938,815.583772554043,1299.98,1186.6713072320938,-0.08716187385029475,918.86,815.583772554043,-0.11239604231978431,450.0,436.9257189224558,-0.029053957950098252,34.94462806520007,RES,2591,39.47,0.0,0.0,0.0,49585.50082336,0.0,0.0,49585.50082336,0.0,0.0,0.0,0.0,45427.317507440006,4158.183315919998
2024-01-02 04:00:00+03:00,32.623247,40.2,32.623247,4.766753000000001,0.0,0.0,0.0,0.0,32.62324713601099,1102.7283255787786,808.7621914365345,1285.82,1102.7283255787786,-0.1423929277979976,966.44,808.7621914365345,-0.16315323099568055,560.0,533.4199868110404,-0.047464309265999205,32.62324713601099,RES,2591,37.39,0.0,0.0,0.0,46554.404226859995,0.0,0.0,46554.404226859995,0.0,0.0,0.0,0.0,41947.623457539994,4606.780769320001
2024-01-02 05:00:00+03:00,35.476715,40.2,35.476715,4.973285000000004,0.0,0.0,0.0,0.0,35.476714800347665,1119.7051467433885,744.0153168079514,1285.82,1119.7051467433885,-0.12918981914779007,875.11,744.0153168079514,-0.14980366261618389,560.0,535.8845670924125,-0.043063273049263356,35.476714800347665,RES,2591,40.45,0.0,0.0,0.0,49968.84111765,0.0,0.0,49968.84111765,0.0,0.0,0.0,0.0,45616.669681299994,4352.171436350004
2024-01-02 06:00:00+03:00,21.200864,40.2,21.200864,4.507484500000003,0.0,0.0,7.7816515,1.0,28.98251587149547,1070.0898063243458,712.7423710727546,1285.81,1070.0898063243458,-0.16776988332308357,877.36,712.7423710727546,-0.18762837253492906,700.0,660.8536938912805,-0.055923294441027865,28.98251587149547,RES,2591,33.49,0.0,0.0,0.0,31214.96954076,4964.693657,0.0,26250.27588376,0.0,7.7816515,0.0,3.89082575,27260.28293984,3954.6866009200025
2024-01-02 07:00:00+03:00,38.746928,40.2,38.746928,0.8630720000000025,0.0,0.0,0.0,0.0,38.74692815431679,2118.911864030506,1620.2131601583453,1799.99,2118.911864030506,0.17717979768249048,1401.71,1620.2131601583453,0.15588328552863673,1559.99,1652.1229041955694,0.059059932560830176,38.74692815431679,RES,2591,39.61,0.0,0.0,0.0,70953.85958383999,0.0,0.0,70953.85958383999,0.0,0.0,0.0,0.0,69744.08293071999,1209.7766531200036
2024-01-02 08:00:00+03:00,80.4,40.2,39.948158,0.7818419999999975,40.451842,0.0,0.0,0.0,39.948158475325975,2925.2464481869324,2677.772785436095,2649.0,2925.2464481869324,0.1042832948988042,2435.89,2677.772785436095,0.09929955188292379,1648.0,1705.286289997743,0.03476109829960141,39.948158475325975,RES,2591,40.73,0.0,0.0,40.451842,214884.08110938,25808.275196,0.0,189075.80591338,0.0,40.451842,0.0,20.225921,212979.6,1904.4811093799938
2024-01-02 09:00:00+03:00,38.162722,8.0,38.162722,0.0,0.0,0.0,2.8372779999999977,0.0,38.1627218827779,2440.566011508923,2214.1444425377745,2700.0,2440.566011508923,-0.09608666240410255,2444.17,2214.1444425377745,-0.0941119306194846,2200.0,2129.536447570325,-0.03202888746803417,38.1627218827779,RES,2591,41.0,0.0,0.0,0.0,103039.3494,1810.1833639999986,0.0,101229.16603600001,0.0,2.8372779999999977,0.0,1.4186389999999989,103039.3494,0.0
